Date,Open,High,Low,Close,Volume
2007-04-30,32750,34650,31300,32050,121523518.0
2007-05-31,32450,33550,27700,28750,132799149.0
2007-06-30,29900,35350,29750,33350,166409503.0
2007-07-31,33000,40000,32550,37600,134883035.0
2007-08-31,36900,39500,31550,33750,128857095.0
2007-09-30,33900,33900,28650,31300,108577902.0
2007-10-31,31450,31700,22600,25000,159134610.0
2007-11-30,25550,25900,22100,25900,101744544.0
2007-12-31,25750,28150,23500,25950,79432504.0
2008-01-31,26000,26650,21800,26000,112111832.0
2008-02-29,26050,27200,23100,24550,72456576.0
2008-03-31,23850,28000,22750,27850,90304109.0
2008-04-30,27650,30200,26400,26800,115969502.0
2008-05-31,27650,31300,27400,31000,84478559.0
2008-06-30,30900,31950,24900,25000,73965936.0
2008-07-31,25100,25250,21100,21650,112004133.0
2008-08-31,21350,24200,19200,19400,80176581.0
2008-09-30,18900,21200,16750,19350,136465839.0
2008-10-31,19650,20050,8000,10800,210648590.0
2008-11-30,11000,11800,5770,7410,354749373.0
2008-12-31,7510,8930,6060,6700,520514725.0
2009-01-31,6830,9040,6430,8980,471829404.0
2009-02-28,8940,10350,7860,8640,444435431.0
2009-03-31,8500,13250,7890,12350,498618295.0
2009-04-30,12200,16900,11700,14400,698328708.0
2009-05-31,14650,15650,11200,12900,411504729.0
2009-06-30,12800,14250,12550,13650,276593700.0
2009-07-31,13650,18600,13600,17600,322911972.0
2009-08-31,17600,22250,17000,21950,257752364.0
2009-09-30,21850,22600,17600,19800,282575372.0
2009-10-31,20100,21300,17100,18050,182855347.0
2009-11-30,17700,21200,17650,18450,173837823.0
2009-12-31,18550,23400,17800,23150,136556891.0
2010-01-31,23350,26700,22200,22750,192491974.0
2010-02-28,22200,23800,20600,21000,153064542.0
2010-03-31,21500,27100,21200,26700,177127165.0
2010-04-30,27050,29400,26500,28400,191953960.0
2010-05-31,28150,28300,22600,25150,227533238.0
2010-06-30,25050,28750,24400,25050,220101929.0
2010-07-31,25100,26250,22150,22500,276938701.0
2010-08-31,22550,23250,20200,21100,230786889.0
2010-09-30,21250,22650,20100,22150,229719373.0
2010-10-31,22100,24400,21900,23150,225429363.0
2010-11-30,23200,26000,21750,23500,252273602.0
2010-12-31,23550,25150,22900,24000,165976062.0
2011-01-31,25000,30200,24800,29650,232289199.0
2011-02-28,29800,30700,26600,28350,125459157.0
2011-03-31,27900,31950,27150,31300,221844506.0
2011-04-30,31350,37400,30550,33800,210649495.0
2011-05-31,33600,35200,29050,30100,151998195.0
2011-06-30,30100,30100,24100,25050,236066809.0
2011-07-31,25600,28150,22900,24250,224682584.0
2011-08-31,24700,25950,15500,19100,377213582.0
2011-09-30,19300,22300,16550,21350,279111657.0
2011-10-31,20000,24450,19850,22850,175458647.0
2011-11-30,22500,24950,20650,22950,220814674.0
2011-12-31,23950,24050,19750,21950,127788137.0
2012-01-31,22700,28000,22600,26850,147347508.0
2012-02-29,26850,30750,25200,30200,186338369.0
2012-03-31,30350,30950,28700,29250,106528104.0
2012-04-30,29150,30400,26850,28050,104581057.0
2012-05-31,28300,28900,21800,23100,156366002.0
2012-06-30,23050,25100,21350,23850,125129001.0
2012-07-31,24300,24650,20100,21700,129649185.0
2012-08-31,21900,23350,20850,21200,122153990.0
2012-09-30,21200,24650,20550,22750,114154941.0
2012-10-31,22950,25000,22100,24850,89916882.0
2012-11-30,24950,26700,24400,24400,108484747.0
2012-12-31,24300,27100,24200,25750,80286983.0
2013-01-31,26150,27300,23800,24400,106833025.0
2013-02-28,24250,26950,23600,26500,67893582.0
2013-03-31,26600,29700,25900,28750,90828794.0
2013-04-30,28900,30000,27300,29900,86134339.0
2013-05-31,29750,32200,28400,32200,99765241.0
2013-06-30,31950,32950,28900,31200,92187155.0
2013-07-31,30950,31850,26600,27200,159346763.0
2013-08-31,27250,29200,26000,28250,107295962.0
2013-09-30,28500,30850,26850,30250,111131402.0
2013-10-31,30200,35000,29800,31950,129308718.0
2013-11-30,32150,35900,31350,35400,74178712.0
2013-12-31,35650,37550,34200,36800,80388076.0
2014-01-31,37100,39250,35000,37850,96379226.0
2014-02-28,37500,40200,36000,38750,70030223.0
2014-03-31,38300,39600,35550,36000,66767348.0
2014-04-30,36650,41350,36500,40150,72451287.0
2014-05-31,41200,44150,40250,44150,48673707.0
2014-06-30,44200,50900,44000,48550,69558466.0
2014-07-31,49450,52400,44400,45450,82964684.0
2014-08-31,44100,48300,43050,45400,85262447.0
2014-09-30,45700,47450,41700,46750,60302294.0
2014-10-31,46750,47850,40300,47450,64400467.0
2014-11-30,48000,49350,45700,48050,38943107.0
2014-12-31,48050,49950,45900,47750,34079126.0
2015-01-31,47950,51400,46700,47650,53483941.0
2015-02-28,47300,47900,45000,46600,39894722.0
2015-03-31,46850,48350,43100,45550,66876826.0
2015-04-30,45950,47500,41550,46150,73472495.0
2015-05-31,46500,51300,44400,51100,48711522.0
2015-06-30,50600,51700,40600,42300,71087633.0
2015-07-31,42800,43200,34050,37100,105251231.0
2015-08-31,36500,38300,30300,35800,103747726.0
2015-09-30,35150,36500,33350,33550,64992166.0
2015-10-31,33750,38100,30450,30700,90745363.0
2015-11-30,30700,34150,30050,31600,77816882.0
2015-12-31,31650,33150,28550,30750,59495764.0
2016-01-31,30550,31200,25800,27300,70670973.0
2016-02-29,28100,31500,26850,30000,50379765.0
2016-03-31,31050,32250,28000,28150,63266697.0
2016-04-30,28450,29750,26750,28150,68996479.0
2016-05-31,27950,29400,25650,28700,62016399.0
2016-06-30,28850,33100,27400,32400,100887275.0
2016-07-31,31800,34400,30300,34400,68618658.0
2016-08-31,34700,36950,32900,36450,58230900.0
2016-09-30,36400,42000,35700,40200,59573399.0
2016-10-31,41500,43600,38850,41000,70250689.0
2016-11-30,41700,43900,38700,42900,57764657.0
2016-12-31,43000,46750,43000,44700,47724187.0
2017-01-31,44750,54500,44600,53700,66028116.0
2017-02-28,54300,54900,45650,46700,96199499.0
2017-03-31,46850,52200,46550,50500,92236147.0
2017-04-30,50800,54700,48400,54000,57361105.0
2017-05-31,55300,58800,53400,57000,55854626.0
2017-06-30,56700,69600,55400,67400,84375124.0
2017-07-31,66500,73000,63700,66000,84642480.0
2017-08-31,65300,69300,61400,68600,79731292.0
2017-09-30,69000,86300,66600,82900,94451167.0
2017-10-31,86300,90300,76500,82200,104818632.0
2017-11-30,86000,87700,76800,76800,91024533.0
2017-12-31,77200,81600,74000,76500,79588034.0
2018-01-31,77300,80000,70700,73500,100383902.0
2018-02-28,74900,79500,68200,76800,70480039.0
2018-03-31,76300,91500,75900,81300,100047412.0
2018-04-30,81700,88800,78700,84500,84452872.0
2018-05-31,85900,97700,82600,93400,69491798.0
2018-06-30,90800,92700,82300,85700,69184335.0
2018-07-31,85000,91200,78600,86300,69910321.0
2018-08-31,85900,86400,72500,83000,81485543.0
2018-09-30,82200,82800,73100,73100,69483962.0
2018-10-31,74300,74600,62900,68200,88033736.0
2018-11-30,68900,74500,66100,69600,67714126.0
2018-12-31,71000,71100,58100,60500,59984599.0
2019-01-31,61300,77100,56700,73900,84140179.0
2019-02-28,75400,78200,69900,70000,54567361.0
2019-03-31,70300,78900,65900,74200,74433210.0
2019-04-30,75600,82400,75500,79000,70360052.0
2019-05-31,79700,81300,64700,65300,79337971.0
2019-06-30,65200,71600,62400,69500,64627524.0
2019-07-31,71000,80700,66200,76900,68847930.0
2019-08-31,75300,78700,71500,77400,52634024.0
2019-09-30,77000,84600,76300,82200,48311757.0
2019-10-31,81800,84000,77100,82000,63636224.0
2019-11-30,82300,86500,80500,80900,45635634.0
2019-12-31,80900,97000,76800,94100,71423375.0
2020-01-31,96000,103500,92800,93500,59366620.0
2020-02-29,91800,106000,87700,87900,70992138.0
2020-03-31,90000,95900,65800,83300,149461339.0
2020-04-30,82100,86700,76500,83700,91942271.0
2020-05-31,82900,86500,79200,81500,83525536.0
2020-06-30,82100,93000,82000,85100,91590220.0
2020-07-31,86800,87300,82000,82800,73492751.0
2020-08-31,82400,82600,71300,75100,88408078.0
2020-09-30,75200,85900,74900,84000,85475318.0
2020-10-31,83000,90900,79900,79900,61986245.0
2020-11-30,80200,102000,79200,97500,74701046.0
2020-12-31,98600,121000,97800,118500,96632113.0
2021-01-31,124500,140000,120500,122500,127672304.0
2021-02-28,121000,149500,118000,141500,101827542.0
2021-03-31,149000,150500,130500,132500,105431089.0
2021-04-30,138000,147000,126500,128000,75564371.0
2021-05-31,127500,132500,115500,127000,78811603.0
2021-06-30,127000,130000,120500,127500,66679747.0
2021-07-31,127500,128000,112500,112500,60841470.0
2021-08-31,113500,123000,98900,106500,124144112.0
2021-09-30,106000,108500,99600,103000,56629974.0
2021-10-31,102000,108500,90500,103000,60336491.0
2021-11-30,103500,113000,102500,111500,42022902.0
